"Ano","Latitud","Longitud","Profundidad","Magnitud"
2014,-20.003,-70.8741,17,6.2
2014,-19.9246,-70.6278,20,6.7
2014,-5.566,-80.879,9.8,6.3
2014,-14.0935,-76.2968,20,6.1
2014,33.6793,131.8197,79,6.3
2014,-3.1128,148.4774,10,6.1
2014,-60.8391,-19.9569,10,6.4
2014,40.8287,-125.1338,16.6,6.8
2014,-14.7347,169.8222,636.76,6.3
2014,27.4052,127.3354,111.18,6.5
2014,12.5555,-87.6902,60,6.2
2014,53.6792,-171.8369,264.66,6.1
2014,14.6511,-58.9478,16.86,6.5
2014,35.906,82.5865,10,6.9
2014,-5.9651,154.435,41.8,6
2014,-15.0691,167.3721,122,6.5
2014,38.2637,20.3897,5,6
2014,-32.9076,-177.8806,44.26,6.5
2014,-56.8269,-27.3253,131.14,6.1
2014,38.2039,20.4504,8,6.1
2014,-7.9855,109.2653,66,6.1
2014,-15.1477,-174.6841,6.59,6.1
2014,-40.6595,175.8144,28,6.1
2014,19.0428,-66.8096,20,6.4
2014,-13.8633,167.249,187,6.5
2013,20.7727,146.7903,9,6.2
2013,44.4438,149.1667,28,6
2013,2.044,96.8261,20,6
2013,-7.0269,128.3791,9.87,6.4
2013,-53.8708,-53.9107,14.83,6
2013,-53.9451,-55.0033,11.78,7
2013,45.5613,151.0047,34,6
2013,-17.1171,-176.5449,371,6.5
2013,18.4753,145.2041,511,6
2013,2.6403,128.4339,38,6
2013,-60.2738,-46.4011,10,7.7
2013,-60.2627,-47.0621,9.97,6.9
2013,-60.2814,-47.1233,11.07,6.1
2013,54.6859,162.3024,43,6.4
2013,-19.1711,-172.6411,10.05,6.2
2013,-23.6357,-112.5956,9.98,6
2013,-30.2921,-71.5215,27,6.6
2013,23.5904,121.4366,10,6.3
2013,-35.314,-73.395,41.5,6.2
2013,37.1557,144.6611,35,7.1
2013,-58.153,-12.7964,22.87,6.7
2013,-23.0067,-177.1425,160,6
2013,26.0913,-110.3209,9.45,6.6
2013,-6.4456,154.931,35,6.8
2013,9.8796,124.1167,19.04,7.1
2013,35.5142,23.2523,40,6.6
2013,10.9048,-62.315,63,6
2013,-30.6623,-178.4838,151,6.2
2013,-36.7267,-97.4761,10.28,6.2
2013,12.3115,141.6905,104,6
2013,-38.6062,78.3693,12.72,6.4
2013,53.1995,152.7864,573,6.7
2013,-30.9255,-178.3234,41.54,6.5
2013,27.1825,65.5052,12,6.8
2013,-15.8385,-74.5112,40,7.1
2013,-49.9585,-113.7439,10,6.1
2013,26.951,65.5009,15,7.7
2013,-7.3308,120.0106,549.92,6.1
2013,51.5751,-174.716,24.02,6.1
2013,-4.5472,-104.5783,10.52,6.1
2013,14.6056,-92.1207,66,6.4
2013,15.1836,-45.232,10,6
2013,51.573,-174.8537,17,6
2013,51.5573,-174.7671,20,6.5
2013,51.1832,-130.2245,9.92,6
2013,29.9377,138.8325,402,6.5
2013,51.244,-130.3971,2.73,6.1
2013,-7.44,128.2209,112,6.5
2013,51.2381,-174.9407,18,6
2013,51.537,-175.2297,29,7
2013,-27.7829,179.6335,478,6.2
2013,16.8784,-99.498,21,6.2
2013,-34.8853,54.0927,10,6.1
2013,-41.734,174.152,8.2,6.5
2013,5.7732,-78.1999,12,6.7
2013,-5.3962,-81.9268,10,6.2
2013,-30.6285,-179.678,340.6,6.1
2013,-7.1354,129.8088,95,6
2013,-15.2443,-173.5006,31.65,6
2013,-57.9145,-23.841,13,6.2
2013,-15.3792,167.6889,124,6.1
2013,-46.0417,34.8255,10,6.1
2013,-41.7134,174.4431,14,6.5
2013,-15.6346,-71.7729,6.59,6
2013,-6.3085,154.7822,44.25,6
2013,-60.8679,-25.1436,30.98,7.3
2013,-6.0155,149.7215,62.03,6.6
2013,-3.9234,153.9204,386.25,7.3
2013,-3.249,100.5668,19.7,6
2013,-7.039,155.6438,72,6.1
2013,4.698,96.687,10,6.1
2013,10.701,-42.594,10,6.6
2013,34.27,25.114,26,6
2013,11.7246,-86.9754,35.81,6.5
2013,34.4488,25.0435,10,6.2
2013,-33.853,179.402,195,6
2013,-9.998,107.243,8.6,6.7
2013,-11.401,166.299,39,6.1
2013,23.794,121.133,17,6.2
2013,52.222,151.515,623,6.7
2013,54.874,153.281,608.9,8.3
2013,-20.561,-175.765,149.1,6.3
2013,-23.025,-177.109,171.4,7.4
2013,52.307,159.986,36.7,6.1
2013,52.469,160.486,15.1,6
2013,-44.866,-80.746,10,6.4
2013,37.739,141.471,39,6
2013,18.728,145.287,602.3,6.8
2013,-17.954,-175.099,212.2,6.4
2013,26.56,57.77,15,6.1
2013,-19.638,175.064,70.1,6
2013,-28.7357,-178.9155,349.02,6.2
2013,-28.681,-178.916,351,6.1
2013,-3.913,152.12,23.3,6.5
2013,18.127,-101.908,30,6
2013,29.933,138.887,421.9,6.1
2013,50.105,157.165,18,6.1
2013,30.308,102.888,14,6.6
2013,49.958,157.663,20,6.1
2013,46.224,150.783,112.2,7.2
2013,-3.218,142.543,13,6.6
2013,28.107,62.053,82,7.7
2013,-6.475,154.607,31,6.6
2013,-19.141,169.535,280.2,6
2013,28.5,51.591,10,6.4
2013,-3.513,138.477,66,7
2013,42.713,131.105,561.9,6.3
2013,39.516,143.2076,20.89,6
2013,14.596,-90.439,189,6.2
2013,-20.757,173.37,10,6.1
2013,-6.653,148.155,28.9,6.5
2013,50.949,157.448,29,6.5
2013,50.938,157.511,40.9,6.4
2013,50.942,157.339,41,6.9
2013,-27.993,-63.195,585.8,6.1
2013,5.812,125.748,105,6.1
2013,67.582,142.564,9.9,6.6
2013,-10.959,165.459,11,6
2013,-10.952,165.838,15.6,6.6
2013,1.142,-77.4,145,6.9
2013,-10.932,166.021,21,7.1
2013,-10.905,165.886,15.9,6.8
2013,-11.001,165.658,10,6.7
2013,-11.658,164.94,8,6
2013,-11.245,165.727,14,6
2013,-10.643,164.764,10,6
2013,-10.784,164.512,10.1,6.1
2013,-10.479,165.772,9.8,7
2013,-11.2541,164.9323,10.14,7.1
2013,-10.738,165.138,28.7,8
2013,-10.865,165.248,12.6,6
2013,-10.938,165.255,3.2,6
2013,42.758,143.106,107,6.9
2013,-11.12,165.378,10,6.4
2013,-10.896,165.379,10,6.3
2013,-11.104,165.532,15,6
2013,-10.628,166.382,9.2,6.1
2013,-10.635,166.371,11,6.1
2013,-28.08,-70.621,45,6.8
2013,42.605,79.708,15,6.1
2013,4.966,95.856,11.6,6.1
2013,-62.571,-161.432,10,6.1
2013,55.394,-134.65,10,7.5
2012,-14.344,167.286,200.7,6.7
2012,-0.649,123.807,44.2,6.1
2012,-4.632,153.016,52,6.1
2012,52.291,174.011,26,6
2012,31.095,-119.66,13,6.3
2012,0.533,126.231,30,6
2012,-6.533,129.825,155,7.1
2012,-38.471,176.099,163,6.3
2012,37.914,143.764,32,6.2
2012,37.89,143.949,31,7.3
2012,-16.975,167.645,32,6.1
2012,-5.705,151.602,13,6
2012,49.28,155.425,29,6.5
2012,18.346,-100.382,53,6.1
2012,-29.118,-71.19,63,6.1
2012,-45.761,-77.053,9,6.1
2012,57.792,-142.855,9,6.3
2012,14.129,-92.164,20,6.5
2012,23.005,95.885,13.7,6.8
2012,-8.866,-75.071,129,6
2012,49.231,-128.477,13.7,6.1
2012,13.963,-91.854,24,7.4
2012,9.212,126.158,37,6.1
2012,52.365,-131.902,9,6.2
2012,52.674,-132.602,9,6.3
2012,52.788,-132.101,14,7.8
2012,10.086,-85.298,17,6.5
2012,-13.552,166.564,36,6.2
2012,4.232,124.52,326,6
2012,-4.892,134.03,13,6.6
2012,-60.326,153.699,10,6.6
2012,-4.472,129.129,10,6.1
2012,39.808,143.099,15,6.1
2012,1.929,-76.362,170,7.3
2012,51.592,-178.295,16,6.4
2012,24.666,-110.173,10,6.3
2012,-3.319,100.594,19,6.2
2012,-3.177,135.109,21,6.1
2012,10.085,-85.315,35,7.6
2012,-12.476,166.513,27,6
2012,-10.708,113.931,14,6.1
2012,10.811,126.638,28,7.6
2012,71.441,-10.605,14,6.8
2012,12.139,-88.59,28,7.3
2012,2.19,126.837,91.1,6.6
2012,-4.766,144.57,73,6.2
2012,-1.315,120.096,10,6.3
2012,49.8,145.064,583.2,7.7
2012,35.661,82.518,13,6.2
2012,38.389,46.745,12,6.2
2012,38.329,46.826,11,6.4
2012,52.633,-167.421,13,6.2
2012,-4.654,153.275,46,6.1
2012,-8.414,-74.259,144.6,6.1
2012,-4.651,153.173,41,6.5
2012,-17.592,66.391,20,6.7
2012,-9.694,159.727,20,6.4
2012,2.707,96.045,22,6.4
2012,49.407,155.907,19,6
2012,45.497,151.288,20,6
2012,-14.657,167.34,160.1,6.3
2012,-40.023,173.756,229.8,6.3
2012,43.433,84.7,18,6.3
2012,57.601,163.195,10,6
2012,3.009,97.896,95,6.1
2012,53.351,171.619,14,6
2012,38.919,141.831,36,6.3
2012,36.42,28.88,35,6
2012,-15.877,-72.413,110,6.1
2012,-36.074,-70.57,8,6
2012,34.943,141.132,15,6.1
2012,5.508,-82.563,7,6.3
2012,5.305,-82.629,7,6.3
2012,-28.043,-63.094,586.9,6.7
2012,26.91,140.055,487.4,6
2012,72.96,5.683,10,6.1
2012,-50.42,139.516,10,6
2012,39.646,143.164,11,6.3
2012,44.89,11.23,6.3,6
2012,-44.806,-80.159,10,6.3
2012,-17.678,-69.591,105.9,6.2
2012,14.376,-92.897,14,6
2012,-18.685,-174.705,134.7,6.6
2012,-28.556,-177.412,114,6
2012,-1.635,134.197,17.4,6
2012,-1.617,134.276,16,6.7
2012,-59.016,-16.612,12,6.2
2012,-5.462,147.117,198,6.8
2012,-32.625,-71.365,29,6.7
2012,2.581,90.269,25,6.2
2012,-18.972,168.741,11,6.2
2012,-57.679,-65.308,15,6.2
2012,28.696,-113.104,13,7
2012,28.837,-113.027,9,6
2012,18.229,-102.689,20,6.5
2012,43.584,-127.638,8,6
2012,0.802,92.463,25.1,8.2
2012,1.254,91.735,10,6
2012,2.327,93.063,20,8.6
2012,-4.551,153.457,108.5,6.1
2012,16.395,-98.316,9,6
2012,39.859,142.017,15,6.1
2012,10.071,-104.16,10,6
2012,-35.2,-72.217,40.7,7.1
2012,-6.242,145.955,118,6.6
2012,16.493,-98.231,20,7.4
2012,-3.812,140.266,66,6.1
2012,-5.595,151.042,28,6.2
2012,35.687,140.695,10,6
2012,40.781,144.761,10,6.1
2012,40.887,144.944,12,6.9
2012,-19.125,169.613,16,6.7
2012,-28.246,-63.294,553.9,6.1
2012,-22.141,170.34,14,6.6
2012,51.708,95.991,12,6.7
2012,-24.495,-177.238,10,6
2012,-10.39,161.102,51,6.4
2012,9.885,123.095,9,6
2012,9.999,123.206,11,6.7
2012,-17.948,167.226,8,6.1
2012,-18.894,168.917,145,6.1
2012,-17.378,167.277,8,6.1
2012,-17.827,167.133,23,7.1
2012,-14.168,-75.635,43,6.4
2012,-24.977,178.52,580.3,6.3
2012,-36.409,-73.03,20,6.1
2012,-56.759,-25.147,13,6
2012,14.873,-93.005,45,6.2
2012,-60.882,-55.965,10,6
2012,-60.948,-56.113,8,6.6
2012,2.433,93.21,19,7.2
2012,-10.617,165.16,28,6.4
2012,31.456,138.072,365.3,6.8
2011,51.842,95.911,15,6.6
2011,-16.198,-173.862,90,6
2011,-32.718,-179.099,32,6
2011,-7.561,146.804,140.9,7.1
2011,0.041,123.03,161,6
2011,-56.009,-28.184,116,6.2
2011,17.844,-99.963,54.2,6.5
2011,-27.899,-70.918,20,6.1
2011,15.455,118.999,9,6
2011,-5.48,153.733,25,6.1
2011,41.898,142.639,38,6.2
2011,37.365,141.368,34,6.1
2011,-15.364,-65.09,549.9,6.6
2011,-1.702,-81.546,26.6,6
2011,-0.949,126.91,17,6.3
2011,-55.981,-124.439,10,6
2011,27.324,125.621,224.9,6.9
2011,11.56,-85.861,177,6
2011,-55.294,-128.843,10,6.1
2011,19.831,-109.205,10,6.3
2011,-14.438,-75.966,24,6.9
2011,-17.941,-179.531,602.9,6
2011,38.722,43.513,16,7.1
2011,-28.993,-176.238,33,7.4
2011,43.892,142.479,187,6.1
2011,-5.785,151.037,26,6.1
2011,54.08,123.722,12,6
2011,-6.57,147.881,37,6.5
2011,-9.35,114.587,39,6.1
2011,-32.514,-179.038,36,6.1
2011,-15.437,-175.311,10,6.4
2011,27.73,88.155,50,6.9
2011,40.271,142.78,35,6.7
2011,-21.611,-179.528,644.6,7.3
2011,36.256,141.338,28,6.1
2011,-35.366,-179.039,10,6.1
2011,53.107,172.984,15,6
2011,49.535,-126.893,22,6.4
2011,2.965,97.893,91,6.7
2011,-15.295,-173.621,37,6.2
2011,-20.671,169.716,185.1,7
2011,-56.451,-26.847,84,6.4
2011,-28.398,-63.029,578.9,6.7
2011,52.171,-171.708,32,6.9
2011,-12.357,166.657,39,6
2011,-6.362,126.752,469.8,6.9
2011,-18.155,167.727,13,6.2
2011,-7.641,-74.525,147,7
2011,-6.282,104.054,29,6.1
2011,-18.311,168.218,28,7.1
2011,-18.308,168.156,35,6.5
2011,-18.365,168.143,32,7.2
2011,37.671,141.652,47,6.2
2011,-16.522,-177.004,407.9,6.2
2011,36.765,143.77,9,6.1
2011,-2.331,128.002,35,6.1
2011,-7.04,-12.618,10,6
2011,48.833,154.769,36,6.1
2011,-3.518,144.828,10,6.6
2011,-17.016,171.579,10,6.1
2011,36.943,140.959,30,6.3
2011,-23.784,179.76,523,6.7
2011,25.101,-109.525,12,6
2011,-3.182,150.611,10,6.3
2011,37.727,141.394,35,6.3
2011,38.898,141.815,41,6.3
2011,-62.496,164.452,10,6
2011,-10.34,162.01,21,6
2011,40.081,71.41,20,6.1
2011,54.787,-161.29,36,6.1
2011,-33.819,-71.832,20,6
2011,-60.762,-23.523,10,6.1
2011,9.509,122.175,19,6.4
2011,38.034,143.264,23,7
2011,-29.436,-177.007,15.2,6
2011,-29.337,-177.051,14,6
2011,-29.539,-176.34,17,7.6
2011,-2.384,136.631,17,6.3
2011,52.05,-171.836,52,7.3
2011,39.955,142.205,33,6.7
2011,-11.479,165.551,14,6
2011,-21.701,-68.228,128,6.4
2011,-5.928,151.04,16,6.4
2011,2.515,126.457,61.1,6.3
2011,-55.843,146.62,3,6.4
2011,37.285,143.907,14,6.1
2011,-37.578,-73.691,21,6.3
2011,-6.104,154.414,40,6.4
2011,0.569,-25.647,10,6.1
2011,37.396,141.341,35,6.1
2011,-20.244,168.226,11,6.8
2011,38.17,144.032,11,6
2011,6.851,-82.333,8,6.1
2011,-4.586,122.771,8,6.1
2011,-10.375,161.2,79,6.8
2011,35.579,140.305,43,6.2
2011,-34.336,179.874,86,6.6
2011,39.583,143.34,22,6
2011,35.417,140.575,15,6.2
2011,37.001,140.401,11,6.6
2011,38.276,141.588,42,7.1
2011,17.208,-94.338,166.2,6.6
2011,1.615,97.097,25.3,6
2011,-9.848,107.693,14,6.7
2011,-17.642,-178.585,551.7,6.4
2011,35.662,26.56,59.9,6
2011,38.922,141.821,42,6
2011,-16.541,-177.517,15.5,6.3
2011,37.401,142.29,15,6.1
2011,38.415,142.011,19,6.2
2011,-15.851,-179.406,10,6
2011,-15.848,-179.405,6,6
2011,38.772,141.88,39,6.2
2011,20.687,99.822,8,6.9
2011,39.851,143.437,13,6.4
2011,37.325,141.791,31,6.1
2011,37.244,144.003,11,6.4
2011,18.994,121.246,27,6
2011,40.136,142.168,29,6.2
2011,-17.275,167.826,17,6.2
2011,40.335,143.288,18,6.1
2011,35.272,138.582,9,6
2011,37.576,142.237,28,6
2011,37.785,142.456,14,6
2011,35.723,141.637,8,6.1
2011,38.047,141.72,15,6.1
2011,37.249,141.159,38,6.1
2011,37.594,142.648,20,6.5
2011,39.005,142.633,17.4,6.1
2011,40.483,139.055,10,6.2
2011,39.342,142.872,27.1,6
2011,37.014,138.376,9.3,6.2
2011,36.398,141.864,52.8,6
2011,35.994,141.808,21,6.3
2011,39.241,142.463,25.7,6.6
2011,39.185,142.76,26.5,6
2011,39.14,142.967,27.6,6
2011,37.469,141.176,37.3,6
2011,38.017,142.657,42.8,6
2011,37.367,143.017,17,6.1
2011,36.166,141.562,6.8,6.5
2011,37.047,144.541,41,6.1
2011,36.569,141.486,39.6,6.2
2011,37.442,141.195,49.2,6
2011,39.031,142.349,45.4,6.3
2011,36.823,141.824,28.4,6.1
2011,37.934,144.529,39.5,6.1
2011,36.586,141.823,24.7,6.3
2011,37.357,144.725,35.9,6.3
2011,35.712,140.875,47.5,6
2011,37.337,144.237,47.3,6.1
2011,37.961,142.724,11.7,6.2
2011,37.812,144.233,40.6,6.1
2011,38.058,144.59,18.6,7.7
2011,39.03,142.284,56.3,6.2
2011,38.29,142.813,51.7,6.2
2011,36.004,142.067,49.3,6.5
2011,36.023,142.269,16,6.6
2011,36.281,141.111,42.6,7.9
2011,37.93,143.802,35,6.3
2011,37.211,141.601,40.1,6.2
2011,37.788,144.233,25.4,6.2
2011,38.969,143.37,2.8,6.7
2011,36.419,141.876,32.3,6.4
2011,39.003,142.29,42.7,6.3
2011,38.095,142.492,40.6,6.2
2011,37.623,142.155,50.7,6.3
2011,37.359,143.351,35,6.4
2011,37.712,141.184,32.3,6.3
2011,38.297,142.373,29,9
2011,-6.873,116.72,510.6,6.5
2011,-5.985,149.777,29,6.4
2011,38.296,142.808,15,6.5
2011,38.345,142.648,23,6
2011,38.315,142.434,22,6
2011,38.435,142.842,32,7.3
2011,-10.349,160.766,22,6.3
2011,-56.422,-27.063,87.7,6.5
2011,-18.021,-69.362,118,6.3
2011,-29.701,-111.981,10,6
2011,-43.583,172.68,5.9,6.1
2011,-26.142,178.394,558.1,6.5
2011,55.918,162.117,33,6.1
2011,-2.497,121.483,16.2,6.1
2011,-35.38,-72.834,21,6.7
2011,-36.649,-73.176,17,6
2011,-20.879,-175.672,85,6.1
2011,-37.027,-72.954,16,6.1
2011,-36.422,-72.96,26,6.9
2011,4.077,123.039,525,6.6
2011,4.195,122.974,523.2,6.5
2011,-7.154,155.184,415,6.4
2011,24.618,94.68,85,6.2
2011,-22.009,-175.622,76,6
2011,70.931,-6.657,15,6.2
2011,28.195,59.015,10,6.2
2011,2.205,96.829,23,6.1
2011,38.413,72.791,110,6
2011,28.777,63.951,68,7.2
2011,-5.03,102.647,36,6
2011,-20.628,168.471,9,7
2011,26.973,139.882,512,6.4
2011,-19.201,168.155,18,6.1
2011,-19.155,168.312,22,6.5
2011,-22.26,171.631,112.2,6.1
2011,-38.355,-73.326,24,7.2
2011,-26.803,-63.136,576.8,7
2010,-19.661,168.14,16,6.4
2010,-23.407,-179.802,551,6.3
2010,-19.616,168.284,13,6
2010,-19.702,167.947,16,7.3
2010,53.127,171.161,18,6.4
2010,26.81,143.595,18,6.4
2010,26.901,143.698,14,7.4
2010,28.412,59.18,12,6.7
2010,-7.268,128.786,134.9,6
2010,-6.534,155.647,135.8,6.2
2010,-56.412,-25.741,29.4,6.3
2010,-6.001,149.977,33,6.6
2010,-15.888,-178.956,15.2,6.1
2010,28.349,139.187,470,6.8
2010,-5.959,148.966,68,6.1
2010,-54.967,-131.479,10,6
2010,-45.464,96.394,10,6.5
2010,-20.466,-174.28,18,6.1
2010,-4.617,134.071,10,6
2010,-56.586,-142.292,10,6.4
2010,-2.958,100.372,26,6.3
2010,-3.487,100.082,20.1,7.8
2010,24.696,-109.156,13,6.7
2010,2.831,128.217,120,6.2
2010,51.287,-175.18,27.7,6
2010,51.374,-175.361,19,6.4
2010,24.27,125.154,32,6.3
2010,-4.963,133.76,26,7
2010,-4.909,133.712,10,6.2
2010,-5.314,133.917,30,6
2010,36.443,70.774,220.1,6.3
2010,-37.034,-73.412,16,6.2
2010,-20.671,169.818,10,6.3
2010,-15.879,-179.306,9,6.3
2010,-17.368,-173.999,69,6.1
2010,-43.522,171.83,12,7
2010,51.451,-175.87,23.5,6.5
2010,18.795,-107.193,10,6.2
2010,-6.57,154.246,19,6.1
2010,12.234,141.514,10,6.3
2010,-20.799,-178.826,603.2,6.2
2010,-17.759,65.647,9.8,6.3
2010,-5.692,148.342,174.7,6.3
2010,12.273,141.429,13,6.6
2010,12.348,141.487,10,6.2
2010,12.487,141.474,16,6.9
2010,-1.266,-77.306,206.7,7.1
2010,-17.541,168.069,25,7.3
2010,45.98,153.175,27.8,6
2010,-5.746,150.765,44,7
2010,51.423,-178.649,27,6.4
2010,-5.486,146.822,220,6.5
2010,-26.916,-177.245,19,6
2010,1.239,126.213,41,6.3
2010,52.498,159.843,23,6.3
2010,6.548,123.222,618,6.6
2010,6.218,123.519,553,6.6
2010,6.776,123.259,640.6,7.5
2010,6.497,123.48,578,7.6
2010,6.718,123.409,607.1,7.3
2010,-15.132,168.162,6,6.1
2010,3.039,128.222,100,6.1
2010,-5.902,150.712,24,6.3
2010,52.815,-169.719,10,6
2010,-5.931,150.59,35,7.3
2010,-5.966,150.428,28,6.9
2010,52.876,-169.848,14,6.7
2010,-38.067,-73.31,22,6.6
2010,-22.146,-68.216,115,6.3
2010,11.143,145.999,13,6.3
2010,39.697,142.369,27,6.3
2010,-13.643,166.485,29,6.3
2010,16.396,-97.782,20,6.3
2010,-23.307,179.116,581.4,6.4
2010,-10.627,161.447,35,6.7
2010,-5.514,151.161,40,6.1
2010,44.448,148.689,28,6.2
2010,-33.168,179.719,170.4,6
2010,-2.329,136.484,10.5,6.6
2010,-2.174,136.543,18,7
2010,-2.386,136.635,13,6.2
2010,7.881,91.936,35,7.5
2010,-18.597,169.485,12,6
2010,9.331,-84.206,18,6
2010,11.132,93.471,112,6.5
2010,6.948,124.025,20,6
2010,-13.658,166.745,35,6.1
2010,-13.698,166.643,31,7.2
2010,25.773,129.944,10,6.5
2010,35.336,-35.924,10,6.3
2010,-8.087,-71.558,581.2,6.5
2010,-13.928,-74.352,101.4,6.1
2010,-54.843,-135.398,10,6
2010,-54.8,-135.252,10,6
2010,-5.083,-77.541,132,6
2010,3.748,96.018,38,7.2
2010,-18.058,-70.547,37,6.2
2010,-4.054,101.096,27,6.5
2010,-38.072,-73.454,19,6.3
2010,29.645,140.951,84,6.1
2010,60.478,-177.65,14.9,6.3
2010,60.473,-177.877,12,6.5
2010,22.18,123.623,22,6.5
2010,-1.912,128.122,27,6
2010,-37.529,-72.969,32,6
2010,-15.271,-173.219,35,6.1
2010,-6.669,147.291,53,6.2
2010,33.195,96.449,7.6,6.1
2010,33.165,96.548,17,6.9
2010,36.965,-3.542,609.8,6.3
2010,-10.878,161.116,21,6.9
2010,-20.114,-176.223,273.2,6
2010,-3.76,141.943,23,6
2010,2.383,97.048,31,7.8
2010,-0.183,125.009,25,6.2
2010,32.297,-115.278,4,7.2
2010,-36.227,-72.878,24,6
2010,13.667,92.831,34,6.6
2010,-35.387,-73.385,29.9,6
2010,-27.953,-70.821,42,6.3
2010,13.827,120.071,16,6
2010,-3.361,152.245,414.6,6.6
2010,-36.217,-73.257,18,6.7
2010,-35.802,-73.158,14,6.2
2010,37.745,141.59,32,6.5
2010,-1.692,128.135,53,6.4
2010,-34.47,-72.004,31.5,6
2010,-34.326,-71.799,18,7
2010,-34.29,-71.891,11,6.9
2010,19.348,144.743,427,6.1
2010,38.864,39.986,12,6.1
2010,-16.236,-115.296,18,6.3
2010,-3.762,100.991,26,6.8
2010,-36.665,-73.374,18,6.6
2010,-36.631,-73.223,29.9,6.1
2010,-22.227,-68.328,114,6.3
2010,-13.571,167.227,176,6.5
2010,-33.216,-72.125,24.2,6
2010,22.918,120.795,21,6.3
2010,-36.61,-73.36,20,6.1
2010,-34.903,-71.617,46,6.2
2010,-34.7,-71.827,35,6
2010,-33.422,-71.828,31.1,6.2
2010,-36.354,-73.208,19,6.1
2010,-24.872,-65.602,10,6.3
2010,-33.281,-71.955,35,6
2010,-34.749,-72.427,35,6.1
2010,-37.773,-75.048,35,7.4
2010,-36.869,-72.673,35,6
2010,-33.878,-71.943,35,6
2010,-34.867,-72.614,35,6.2
2010,-31.663,-69.141,39.8,6
2010,-36.122,-72.898,22.9,8.8
2010,25.93,128.425,25,7
2010,-23.626,-176.036,15,6
2010,42.587,130.703,577.7,6.9
2010,-7.217,128.723,126,6.2
2010,-21.902,-174.767,11,6.1
2010,-15.053,-173.492,10,6.1
2010,23.488,123.615,21,6.3
2010,46.836,152.731,30,6
2010,-47.911,99.593,1,6.2
2010,-6.112,154.463,32,6.2
2010,-57.664,-65.879,5,6.3
2010,18.387,-72.784,10,6
2010,18.443,-72.571,13,7
2010,40.652,-124.692,29.3,6.5
2010,-9.131,157.626,12,6.2
2010,-9.05,157.892,35,6
2010,-9.019,157.551,15.4,6.8
2010,-58.173,-14.695,13,6.8
2010,-8.783,157.354,10,7.1
2010,-8.726,157.487,10,6.6
2010,12.424,141.949,8,6.1
2009,-59.401,-150.975,10,6
2009,-5.53,131.205,85,6.1
2009,42.245,134.719,392,6.3
2009,-1.434,99.393,19,6
2009,-10.108,33.818,6,6
2009,23.796,121.605,43,6.4
2009,-5.958,154.444,39,6
2009,53.417,152.756,656.2,6.3
2009,2.759,95.91,21,6
2009,-0.642,-21.072,10,6.4
2009,-22.15,170.963,45,6.4
2009,-56.476,-122.321,10,6
2009,5.326,126.288,38.8,6.1
2009,-29.216,-177.018,28,6
2009,-10.403,118.885,15,6
2009,-20.708,-174.035,18,6.8
2009,-31.569,179.467,435.7,6.2
2009,-17.794,-178.425,522.6,6.4
2009,52.123,-131.395,17,6.6
2009,-22.965,-66.641,220.4,6.2
2009,-19.394,-70.321,27,6.5
2009,8.082,91.899,23,6
2009,-17.239,178.331,595,7.3
2009,-8.207,118.631,18,6.6
2009,-52.292,160.703,10,6
2009,-24.121,-175.173,9,6.2
2009,29.218,129.782,34,6.8
2009,36.391,70.722,210,6.2
2009,-59.955,-65.163,10,6
2009,-23.091,-179.205,417.9,6
2009,-6.133,130.385,130,6.9
2009,-12.196,166.047,31.1,6
2009,36.517,70.95,185.9,6.2
2009,6.729,-82.579,18,6
2009,-15.36,-172.264,18,6
2009,-6.534,105.223,38,6.1
2009,3.272,-103.823,10,6
2009,-3.058,139.539,105.7,6
2009,-14.91,-174.823,10,6.3
2009,52.604,-167.118,14,6.4
2009,2.93,128.232,32,6
2009,52.754,-166.997,24,6.5
2009,-12.414,166.498,42,6.2
2009,-17.099,66.688,10,6.2
2009,-22,170.248,10,6
2009,47.851,152.455,112,6
2009,-12.912,166.314,35,6
2009,-11.263,165.819,44.7,6.1
2009,-12.237,166.489,35,6
2009,-13.298,165.91,35,6.8
2009,-13.093,166.497,31.1,7.4
2009,-12.39,166.086,21,6.8
2009,-12.517,166.382,35,7.8
2009,-13.006,166.51,45,7.7
2009,4.079,122.371,574,6.8
2009,6.74,123.378,620,6.6
2009,23.63,121.452,28,6.1
2009,-17.017,174.505,10,6
2009,-16.335,-173.471,8,6.1
2009,-2.482,101.524,9,6.6
2009,-0.72,99.867,81,7.6
2009,-15.832,-172.551,10,6
2009,-15.355,-173.159,10,6
2009,-15.489,-172.095,18,8.1
2009,18.829,-107.339,13,6.4
2009,-52.963,159.911,10,6
2009,27.332,91.437,14,6.1
2009,-29.144,-112.267,10,6.2
2009,10.709,-67.927,14,6.4
2009,48.317,154.192,36,6
2009,42.66,43.443,15,6
2009,-10.198,110.628,23,6.2
2009,31.14,130.014,163,6.2
2009,-29.395,-178.956,257,6.2
2009,-7.782,107.297,46,7
2009,-15.223,-172.571,11,6.6
2009,37.696,95.718,13,6.3
2009,-7.146,123.427,642.4,6.9
2009,72.2,0.944,6,6
2009,-26.064,-178.391,269.8,6.3
2009,23.426,123.516,15,6.1
2009,23.501,123.499,20,6.7
2009,-1.479,99.49,20,6.7
2009,32.821,140.395,53,6.6
2009,34.743,138.264,40.4,6.2
2009,14.099,92.902,24,7.5
2009,-11.612,166.09,35,6.6
2009,33.167,137.944,292,7.1
